case_id,paths,steps,exercise_mode,option_type,cpp_price_raw_q16_16,xsim_price_raw_q16_16,bit_exact,core_cycles,clock_hz,core_latency_seconds,cpu_end_to_end_mean_seconds,cpu_end_to_end_over_fpga_core_ratio,cpu_pricing_core_mean_seconds,cpu_pricing_core_over_fpga_core_ratio,cpu_hot_kernel_mean_seconds,cpu_hot_kernel_over_fpga_core_ratio,crr_price,signed_error_bps_of_spot,wns_ns,tns_ns,setup_failing_endpoints,whs_ns,ths_ns,hold_failing_endpoints
put_1024x4_multi,1024,4,multi,put,391343,391343,True,91302,105263157.89473684,0.000867369,0.0008898804555733845,1.0259537239322416,0.0005511703841270512,0.6354508682314576,0.0004853924414778384,0.5596146985629397,6.090185194573057,-11.876490648711968,0.121,0.0,0,0.008,0.0,0
put_1024x12_multi,1024,12,multi,put,428757,428757,True,293790,105263157.89473684,0.002791005,0.0016116807407147628,0.577455339820159,0.0012081341999582947,0.4328670854972652,0.001187449778102476,0.4254559838131698,,,0.121,0.0,0,0.008,0.0,0
